id,id,cause_of_death,region_origin,affected_nationality,missing,dead,incident_region,date,source,reliability,lat,lon,nationalities,causes
68577,68577,Drowning,Unknown,Unknown,0.0,1.0,U.S./Mexico Border,2016-06-09,El Siglo de Durango,Partially Verified,28.24209673,-100.27135870000001,['Unknown'],['Drowning/Asphyxiation']
68977,68977,,Central America,El Salvador,0.0,1.0,Central America & Mexico,2016-03-30,Red Noticias,Partially Verified,16.29324647,-94.19898043,['El Salvador'],['Unknown']
69377,69377,,Central America,Unknown,0.0,1.0,U.S./Mexico Border,2016-06-14,San Diego Union Tribune,Partially Verified,32.55090967,-117.04418500000001,['Unknown'],['Unknown']
69777,69777,Presumed dehydration,Sub-Saharan Africa,2 from Niger,0.0,34.0,North Africa,2016-06-11,"Al Jazeera, AFP, BBC",Partially Verified,19.36666975,5.799996759,['Niger'],['Exposure']
70209,70209,Suffocation,Horn of Africa,Ethiopia,0.0,19.0,Sub-Saharan Africa,2016-06-14,IOM Zambia,Verified,-13.03332615,27.73332744,['Ethiopia'],['Drowning/Asphyxiation']
72177,72177,,Central America,Unknown,0.0,1.0,U.S./Mexico Border,2016-06-14,Zocalo Saltillo,Partially Verified,28.50294816,-100.3340314,['Unknown'],['Unknown']
72187,72187,Bronchial aspiration,Central America,Unknown,0.0,1.0,Central America & Mexico,2016-03-09,La Region,Partially Verified,19.89784634,-99.34316039,['Unknown'],['Drowning/Asphyxiation']
72188,72188,Fell from train,Central America,Honduras,0.0,1.0,Central America & Mexico,2016-02-07,Impacto Del Sur,Partially Verified,19.27837618,-99.82603780000001,['Honduras'],['Vehicular/Mechanical']
72977,72977,Drowning,Central America,At least 1 from Mexico,1.0,3.0,U.S./Mexico Border,2016-06-14,Desaparecidos y sin reclamar en la frontera,Partially Verified,27.60141404,-99.5627405,['Mexico'],['Drowning/Asphyxiation']
73377,73377,Fell from train,Unknown,Unknown,0.0,1.0,Central America & Mexico,2016-04-05,Noticias de Queretaro,Verified,20.57308919,-100.2079278,['Unknown'],['Vehicular/Mechanical']
73778,73778,Presumed drowning,Unknown,Unknown,29.0,0.0,North Africa,2014-06-15,La Vanguardia,Partially Verified,28.34864492,-12.65453814,['Unknown'],['Drowning/Asphyxiation']
73779,73779,Fell from train,Central America & Mexico,Mexico,0.0,1.0,Central America & Mexico,2016-02-13,Impacto Del Sur,Partially Verified,18.00558321,-94.56105984,['Mexico'],['Vehicular/Mechanical']
73814,73814,Shot,Central America,Unknown,0.0,1.0,Central America & Mexico,2015-05-09,El Vigia,Partially Verified,32.65051398,-115.44874569999999,['Unknown'],['Violence/Homicide']
74177,74177,Vehicle accident,Central America,El Salvador,0.0,1.0,Central America & Mexico,2016-05-28,Cronica Veracruz,Partially Verified,21.35458884,-98.22519677,['El Salvador'],['Vehicular/Mechanical']
74178,74178,Hit by vehicle,South Asia,Afghanistan,0.0,1.0,Europe,2016-05-27,Diario de Transporte,Partially Verified,50.93688014,1.952453302,['Afghanistan'],['Vehicular/Mechanical']
74977,74977,Presumed asphyxiation,Unknown,Unknown,0.0,2.0,Mediterranean,2016-06-16,IOM Italy,Verified,35.59088253,13.62619665,['Unknown'],['Drowning/Asphyxiation']
74978,74978,,Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2016-06-18,Zocalo Saltillo,Partially Verified,28.41218787,-100.1384932,['Unknown'],['Unknown']
74980,74980,Shot,MENA,Syria,0.0,1.0,Middle East,2016-01-16,Syrian Observatory for Human Rights,Verified,36.85925719,40.13046331,['Syria'],['Violence/Homicide']
74981,74981,Shot,MENA,Syria,0.0,11.0,Middle East,2016-06-19,Syrian Observatory for Human Rights,Verified,36.85031535,38.32958874,['Syria'],['Violence/Homicide']
74982,74982,Shot,MENA,Syria,0.0,1.0,Middle East,2016-01-24,Syrian Observatory for Human Rights,Verified,37.07278754,40.65198707,['Syria'],['Violence/Homicide']
74983,74983,Shot,MENA,Syria,0.0,1.0,Middle East,2016-01-28,Syrian Observatory for Human Rights,Verified,36.68059958,39.12036304,['Syria'],['Violence/Homicide']
74984,74984,Shot,MENA,Syria,0.0,1.0,Middle East,2016-02-04,Syrian Observatory for Human Rights,Verified,36.67529693,38.93244016,['Syria'],['Violence/Homicide']
74985,74985,Shot,MENA,Syria,0.0,1.0,Middle East,2016-02-27,Syrian Observatory for Human Rights,Verified,36.6453026,39.00474871,['Syria'],['Violence/Homicide']
74986,74986,Shot,MENA,Syria,0.0,3.0,Middle East,2016-06-11,Syrian Observatory for Human Rights,Verified,36.92510244,40.41812623,['Syria'],['Violence/Homicide']
74987,74987,Shot,MENA,Syria,0.0,1.0,Middle East,2016-03-10,Syrian Observatory for Human Rights,Verified,36.53739644,36.61185343,['Syria'],['Violence/Homicide']
74988,74988,Shot,MENA,Syria,0.0,1.0,Middle East,2016-03-11,Syrian Observatory for Human Rights,Verified,36.64530266,39.68590106,['Syria'],['Violence/Homicide']
74989,74989,Shot,MENA,Syria,0.0,1.0,Middle East,2016-03-23,Syrian Observatory for Human Rights,Verified,36.88334441,38.21092615,['Syria'],['Violence/Homicide']
74990,74990,Shot,MENA,Syria,0.0,2.0,Middle East,2016-04-05,Syrian Observatory for Human Rights,Verified,36.79500893,38.52135028,['Syria'],['Violence/Homicide']
74991,74991,Shot,MENA,Syria,0.0,1.0,Middle East,2016-05-23,Syrian Observatory for Human Rights,Verified,36.66547496,38.85693249,['Syria'],['Violence/Homicide']
74992,74992,Shot,MENA,Syria,0.0,2.0,Middle East,2016-05-20,Syrian Observatory for Human Rights,Verified,36.04118369,36.39016997,['Syria'],['Violence/Homicide']
74993,74993,Shot,MENA,Syria,0.0,1.0,Middle East,2016-05-16,Syrian Observatory for Human Rights,Verified,36.33853027,36.647559,['Syria'],['Violence/Homicide']
74994,74994,Shot,MENA,Syria,0.0,1.0,Middle East,2016-05-08,Syrian Observatory for Human Rights,Verified,36.65899535,39.31639253,['Syria'],['Violence/Homicide']
74995,74995,Shot,MENA,Syria,0.0,1.0,Middle East,2016-04-22,Syrian Observatory for Human Rights,Verified,36.29164189,36.69135757,['Syria'],['Violence/Homicide']
74996,74996,Shot,MENA,Syria,0.0,1.0,Middle East,2016-04-26,Syrian Observatory for Human Rights,Verified,36.13701496,36.38873414,['Syria'],['Violence/Homicide']
74997,74997,Shot,MENA,Syria,0.0,1.0,Middle East,2016-04-27,Syrian Observatory for Human Rights,Verified,36.72618798,37.03758869,['Syria'],['Violence/Homicide']
74998,74998,Shot,MENA,Syria,0.0,1.0,Middle East,2016-01-15,Syrian Observatory for Human Rights,Verified,36.61885396,39.55955828,['Syria'],['Violence/Homicide']
75377,75377,Shot,MENA,Syria,0.0,1.0,Middle East,2016-01-11,Syrian Observatory for Human Rights,Verified,36.9865566,40.62686646,['Syria'],['Violence/Homicide']
75378,75378,Shot,MENA,Syria,0.0,1.0,Middle East,2016-01-20,Syrian Observatory for Human Rights,Verified,36.60121572,39.817737,['Syria'],['Violence/Homicide']
75380,75380,Shot,MENA,Syria,0.0,1.0,Middle East,2016-01-26,Syrian Observatory for Human Rights,Verified,36.65852371,37.50786151,['Syria'],['Violence/Homicide']
75381,75381,Shot,MENA,Syria,0.0,8.0,Middle East,2016-06-18,Syrian Observatory for Human Rights,Verified,36.10389828,36.49110686,['Syria'],['Violence/Homicide']
75382,75382,Shot,MENA,Syria,0.0,1.0,Middle East,2016-02-06,Syrian Observatory for Human Rights,Verified,36.72899799,38.65867938,['Syria'],['Violence/Homicide']
75383,75383,Shot,MENA,Syria,0.0,1.0,Middle East,2016-02-14,Syrian Observatory for Human Rights,Verified,36.62561772,37.12821085,['Syria'],['Violence/Homicide']
75384,75384,Shot,MENA,Syria,0.0,1.0,Middle East,2016-06-16,Syrian Observatory for Human Rights,Verified,36.01397333,36.38811003,['Syria'],['Violence/Homicide']
75385,75385,Shot,MENA,Syria,0.0,1.0,Middle East,2016-03-07,Syrian Observatory for Human Rights,Verified,36.65411693,38.77403582,['Syria'],['Violence/Homicide']
75386,75386,Shot,MENA,Syria,0.0,1.0,Middle East,2016-06-08,Syrian Observatory for Human Rights,Verified,36.08170414,36.3922299,['Syria'],['Violence/Homicide']
75387,75387,Shot,MENA,Syria,0.0,1.0,Middle East,2016-03-11,Syrian Observatory for Human Rights,Verified,36.73830995,36.86380053,['Syria'],['Violence/Homicide']
75388,75388,Shot,MENA,Syria,0.0,1.0,Middle East,2016-05-27,Syrian Observatory for Human Rights,Verified,36.79446481,40.03372023,['Syria'],['Violence/Homicide']
75389,75389,Shot,MENA,Syria,0.0,1.0,Middle East,2016-05-21,Syrian Observatory for Human Rights,Verified,36.64324617,39.21134327,['Syria'],['Violence/Homicide']
75390,75390,Shot,MENA,Syria,0.0,1.0,Middle East,2016-04-06,Syrian Observatory for Human Rights,Verified,36.84969068,40.06338857,['Syria'],['Violence/Homicide']
75391,75391,Shot,MENA,Syria,0.0,1.0,Middle East,2016-04-14,Syrian Observatory for Human Rights,Verified,36.18752463,36.39472671,['Syria'],['Violence/Homicide']
75392,75392,Shot,MENA,Syria,0.0,1.0,Middle East,2016-04-18,Syrian Observatory for Human Rights,Verified,36.68224167,36.68033496,['Syria'],['Violence/Homicide']
75393,75393,Shot,MENA,Syria,0.0,1.0,Middle East,2016-05-10,Syrian Observatory for Human Rights,Verified,36.67551845,38.96757661,['Syria'],['Violence/Homicide']
75394,75394,Shot,MENA,Syria,0.0,1.0,Middle East,2016-04-19,Syrian Observatory for Human Rights,Verified,36.23432373,36.52183856,['Syria'],['Violence/Homicide']
75395,75395,Shot,MENA,Syria,0.0,1.0,Middle East,2016-04-21,Syrian Observatory for Human Rights,Verified,35.94951951,36.20820891,['Syria'],['Violence/Homicide']
75396,75396,Shot,MENA,Syria,0.0,1.0,Middle East,2016-05-07,Syrian Observatory for Human Rights,Verified,36.65666193,39.45019421,['Syria'],['Violence/Homicide']
76177,76177,Vehicle accident,Central America,Unknown,0.0,1.0,Central America & Mexico,2016-02-14,Imagen Poblana,Partially Verified,18.77434456,-97.68850309,['Unknown'],['Vehicular/Mechanical']
76577,76577,Vehicle accident,Central America,Unknown,0.0,1.0,Central America & Mexico,2016-03-15,Zocalo Saltillo,Partially Verified,25.08371763,-100.6294529,['Unknown'],['Vehicular/Mechanical']
76578,76578,Drowning,Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2016-06-21,Zocalo Saltillo,Partially Verified,28.32745183,-100.30414640000001,['Unknown'],['Drowning/Asphyxiation']
76579,76579,Drowning,Sub-Saharan Africa,Nigeria,0.0,1.0,Mediterranean,2016-06-22,Reuters,Partially Verified,32.88550997,12.53136158,['Nigeria'],['Drowning/Asphyxiation']
76580,76580,Presumed drowning,Horn of Africa,Ethiopia,17.0,0.0,Mediterranean,2016-06-25,"IOM Italy, UNHCR",Verified,34.06769542,18.0686552,['Ethiopia'],['Drowning/Asphyxiation']
76977,76977,Presumed drowning,Unknown,Unknown,0.0,9.0,Mediterranean,2016-06-13,ICRC via IOM Libya,Partially Verified,32.78798664,12.66589145,['Unknown'],['Drowning/Asphyxiation']
76978,76978,Hit by train,Central America,Unknown,0.0,1.0,Central America & Mexico,2016-06-15,RegionalPuebla.mx,Partially Verified,19.11836714,-97.70538570000001,['Unknown'],['Vehicular/Mechanical']
77377,77377,Murdered by gang members,Central America,Honduras,0.0,1.0,Central America & Mexico,2015-01-18,Excelsior,Partially Verified,17.983326,-92.91666683,['Honduras'],['Violence/Homicide']
77777,77777,Shot,Central America,Unknown,0.0,1.0,Central America & Mexico,2015-05-30,El Mexicano.com,Partially Verified,32.60203827,-116.07946840000001,['Unknown'],['Violence/Homicide']
78177,78177,Assaulted by smugglers,Caribbean,Cuban,0.0,1.0,Central America & Mexico,2015-12-17,Habana Linda,Partially Verified,11.65718599,-85.9691825,['Cuba'],['Violence/Homicide']
78577,78577,Murdered (head wound),Central America,Unknown,0.0,1.0,Central America & Mexico,2016-04-20,Diario Del Sur,Partially Verified,14.89655714,-92.29169542,['Unknown'],['Violence/Homicide']
78578,78578,,Unknown,Unknown,0.0,1.0,Mediterranean,2016-06-25,IOM Italy,Partially Verified,34.49404757,17.61428196,['Unknown'],['Unknown']
78580,78580,Drowning,Central America,Mexican,0.0,1.0,U.S./Mexico Border,2015-11-30,Noroeste,Partially Verified,32.68645651,-115.4859634,['Mexico'],['Drowning/Asphyxiation']
78581,78581,Dehydration and exposure to the elements,Unknown,"Niger (3), Mali(3), Senegal(3), Guinea(3), Ivory Coast(2), CAR(1), Liberia(1)",0.0,18.0,North Africa,2015-06-02,IOM Niger,Verified,20.14507897,7.404254419,"[""Cote d'Ivoire"", 'Guinea', 'Liberia', 'Mali', 'Niger', 'Senegal']",['Exposure']
78582,78582,Dehydration and exposure to the elements,Unknown,Unknown,0.0,15.0,North Africa,2015-06-14,IOM Niger,Verified,19.00038875,12.89498966,['Unknown'],['Exposure']
78977,78977,Shot,Sub-Saharan Africa,Mali,0.0,4.0,North Africa,2015-11-29,AFP,Partially Verified,18.44110638,1.407779015,['Mali'],['Violence/Homicide']
78978,78978,Suffocation,Sub-Saharan Africa,Cameroonian,0.0,2.0,North Africa,2015-12-03,International Business Times,Partially Verified,35.8447446,-5.356310937,['Cameroon'],['Drowning/Asphyxiation']
79377,79377,,Unknown,Unknown,0.0,10.0,Mediterranean,2016-06-29,Guardia Costiera Italia,Verified,36.07960198,11.92459098,['Unknown'],['Unknown']
79777,79777,Drowning,Central America & Mexico,El Salvador,0.0,1.0,U.S./Mexico Border,2016-06-24,La Prensa Grafica,Partially Verified,26.07682367,-98.22916602,['El Salvador'],['Drowning/Asphyxiation']
79778,79778,,Central America,Unknown,0.0,1.0,U.S./Mexico Border,2016-06-27,Zocalo Piedras Negras,Partially Verified,28.48330739,-99.89906029,['Unknown'],['Unknown']
79779,79779,Unknown (body found in desert),Central America & Mexico,Honduras,0.0,1.0,U.S./Mexico Border,2016-05-28,Movimiento Migrante Mesoamericano,Partially Verified,26.0882322,-98.25074687,['Honduras'],['Unknown']
80177,80177,,Unknown,Unknown,0.0,6.0,Mediterranean,2016-06-24,Libyan Coast Guard via IOM Libya,Partially Verified,31.88294147,15.81347446,['Unknown'],['Unknown']
80178,80178,Drowning,MENA,Tunisia,4.0,13.0,Mediterranean,2016-07-01,IOM Libya,Partially Verified,33.34574226,12.785077099999999,['Tunisia'],['Drowning/Asphyxiation']
80179,80179,Raped and murdered,Central America & Mexico,Honduras,0.0,1.0,Central America & Mexico,2016-05-30,Proceso Digital,Partially Verified,25.76666782,-101.4833261,['Honduras'],['Violence/Homicide']
80577,80577,Unknown (mummified remains),Unknown,Unknown,0.0,1.0,U.S./Mexico Border,2016-01-10,Pima County Office of the Medical Examiner,Verified,31.749483,-111.61598300000001,['Unknown'],['Unknown']
80578,80578,Unknown (skeletal remains),Central America & Mexico,Guatemala,0.0,1.0,U.S./Mexico Border,2016-05-31,Pima County Office of the Medical Examiner,Verified,31.45904,-111.37511,['Guatemala'],['Unknown']
80579,80579,Presumed hyperthermia,Central America & Mexico,Honduras,0.0,1.0,U.S./Mexico Border,2016-06-01,Pima County Office of the Medical Examiner,Verified,32.342859999999995,-113.303,['Honduras'],['Exposure']
80580,80580,Hyperthermia,Central America & Mexico,Mexico,0.0,1.0,U.S./Mexico Border,2016-06-06,Pima County Office of the Medical Examiner,Verified,31.816117,-112.072267,['Mexico'],['Exposure']
80581,80581,Unknown (mummified remains),Central America & Mexico,Guatemala,0.0,1.0,U.S./Mexico Border,2016-06-08,Pima County Office of the Medical Examiner,Verified,31.7378,-112.09299999999999,['Guatemala'],['Unknown']
80582,80582,Presumed hyperthermia,Central America & Mexico,Mexico,0.0,1.0,U.S./Mexico Border,2016-06-12,Pima County Office of the Medical Examiner,Verified,32.204159999999995,-112.98899999999999,['Mexico'],['Exposure']
80583,80583,Presumed hyperthermia,Central America & Mexico,Mexico,0.0,1.0,U.S./Mexico Border,2016-06-15,Pima County Office of the Medical Examiner,Verified,31.47502,-112.00399999999999,['Mexico'],['Exposure']
80584,80584,Hyperthermia,Central America & Mexico,Guatemala,0.0,1.0,U.S./Mexico Border,2016-06-22,Pima County Office of the Medical Examiner,Verified,31.773083000000003,-111.91818300000001,['Guatemala'],['Exposure']
80585,80585,Unknown (skeletal remains and mummified),Central America & Mexico,Mexico,0.0,1.0,U.S./Mexico Border,2016-06-23,Pima County Office of the Medical Examiner,Verified,31.64488,-111.91678,['Mexico'],['Unknown']
80586,80586,Presumed hyperthermia,Central America & Mexico,Mexico,0.0,1.0,U.S./Mexico Border,2016-06-26,Pima County Office of the Medical Examiner,Verified,32.103629999999995,-111.52543,['Mexico'],['Exposure']
80977,80977,Presumed hyperthermia,Central America & Mexico,Mexico,0.0,1.0,U.S./Mexico Border,2016-06-03,Pima County Office of the Medical Examiner,Verified,32.43673,-114.42545,['Mexico'],['Exposure']
80978,80978,Hyperthermia,Central America,Mexico,0.0,1.0,U.S./Mexico Border,2016-06-05,Pima County Office of the Medical Examiner,Verified,31.91364122,-111.9221551,['Mexico'],['Exposure']
80979,80979,Hyperthermia,Central America,Guatemala,0.0,1.0,U.S./Mexico Border,2016-06-06,Pima County Office of the Medical Examiner,Verified,32.21938,-111.24966,['Guatemala'],['Exposure']
80980,80980,Unknown (skeletal remains),Unknown,Unknown,0.0,1.0,U.S./Mexico Border,2016-06-06,Pima County Office of the Medical Examiner,Verified,32.55567,-111.95146000000001,['Unknown'],['Unknown']
80981,80981,Shot,Central America & Mexico,Mexico,0.0,1.0,U.S./Mexico Border,2016-06-08,Pima County Office of the Medical Examiner,Verified,31.7378,-112.09299999999999,['Mexico'],['Violence/Homicide']
80982,80982,Presumed hyperthermia,Unknown,Unknown,0.0,1.0,U.S./Mexico Border,2016-06-09,Pima County Office of the Medical Examiner,Verified,32.3475,-113.3066,['Unknown'],['Exposure']
80983,80983,Presumed hyperthermia,Unknown,Unknown,0.0,1.0,U.S./Mexico Border,2016-06-09,Pima County Office of the Medical Examiner,Verified,32.3475,-113.3066,['Unknown'],['Exposure']
80984,80984,Unknown (mummified remains),Central America,Unknown,0.0,1.0,U.S./Mexico Border,2016-06-19,Pima County Office of the Medical Examiner,Verified,31.8997,-111.769884,['Unknown'],['Unknown']
80985,80985,Presumed hyperthermia,Central America & Mexico,Mexico,0.0,1.0,U.S./Mexico Border,2016-06-22,Pima County Office of the Medical Examiner,Verified,31.98296,-110.5362,['Mexico'],['Exposure']
80986,80986,Unknown (skeletal remains),Central America & Mexico,Unknown,0.0,1.0,U.S./Mexico Border,2016-06-27,Pima County Office of the Medical Examiner,Verified,31.953017,-112.87445,['Unknown'],['Unknown']
80987,80987,Unknown (skeletal remains),Central America & Mexico,El Salvador,0.0,1.0,U.S./Mexico Border,2016-06-28,Pima County Office of the Medical Examiner,Verified,32.26201,-112.69105,['El Salvador'],['Unknown']
80988,80988,Hit by vehicle,Unknown,Unknown,0.0,1.0,Europe,2016-07-03,AP,Partially Verified,50.91004451,1.9424969419999998,['Unknown'],['Vehicular/Mechanical']
81380,81380,Hit by train,Central America,Unknown,0.0,1.0,Central America & Mexico,2016-05-23,Golpe Politico,Partially Verified,18.24218803,-96.13593766,['Unknown'],['Vehicular/Mechanical']
81381,81381,Hypothermia,Central America,Unknown,0.0,1.0,U.S./Mexico Border,2016-05-14,Pima County Office of the Medical Examiner,Verified,31.97705195,-111.9320445,['Unknown'],['Exposure']
81777,81777,Drowning,South Asia,Unknown,2.0,1.0,East Asia,2016-07-09,Coconuts Hong Kong,Partially Verified,22.43443772,113.7999981,['Unknown'],['Drowning/Asphyxiation']
81778,81778,Hit by train,Central America,Unknown,0.0,1.0,Central America & Mexico,2016-06-28,El Tuxtepecano,Partially Verified,18.31999764,-95.82147286,['Unknown'],['Vehicular/Mechanical']
